	tm_a_hek	tm_b_hek	untr_a_hek	untr_b_hek	ribo_tm_a	ribo_tm_b	ribo_untr_a	ribo_untr_b
EMILIN2	323	415	605	486	51	28	106	107
EMILIN3	140	155	176	149	105	71	223	329
EML1	343	412	433	462	215	144	380	517
EML2	110	120	135	126	69	47	138	202
EML3	127	135	155	145	31	25	89	104
EML4	1438	1832	1830	1721	451	320	824	1223
EML5	605	757	938	926	37	26	76	109
EML6	130	147	217	177	11	3	11	11
EMP2	89	114	111	53	48	38	113	170
EMP3	55	67	55	37	96	57	164	211
EN2	63	91	109	81	39	29	109	169
ENAH	2031	2590	2298	2061	618	423	1345	1738
ENC1	59	78	89	67	169	103	248	388
ENDOD1	99	129	114	103	65	46	120	179
ENDOG	120	182	210	181	188	110	297	511
ENDOV	43	55	62	56	23	13	33	52
ENGASE	166	253	236	249	48	32	67	115
ENKD1	71	85	101	80	17	9	36	56
ENO1	32615	38514	36019	32713	20447	14334	38739	57987
ENO2	97	129	166	139	697	408	1308	1798
ENOPH1	465	594	730	750	216	151	424	641
ENOSF1	239	261	311	299	75	51	174	223
ENOX1	144	166	174	174	19	8	49	58
ENOX2	310	417	475	387	59	44	97	108
ENPEP	34	31	44	46	135	74	236	276
ENPP1	456	517	564	529	146	90	294	396
ENPP4	169	219	202	183	143	119	320	379
ENSA	1243	1518	1641	1650	664	473	1095	1667
ENTHD2	87	127	125	111	49	33	75	107
ENTPD4	331	401	431	441	32	21	82	155
ENTPD5	117	128	181	132	10	2	22	22
ENTPD6	312	379	369	373	107	69	152	261
ENTPD7	486	578	659	600	93	50	206	252
ENY2	650	843	916	946	318	240	532	867
EOGT	171	196	246	171	50	25	97	125
EP300	970	1349	2556	1959	880	599	1341	1905
EP400	455	669	1569	1149	605	400	847	1344
EPAS1	28	37	68	46	22	22	77	84
EPB41	1729	2289	2670	2429	534	388	1131	1466
EPB41L1	112	141	206	178	27	29	73	107
EPB41L2	1202	1670	2040	1850	917	633	1618	2141
EPB41L3	555	761	808	706	495	350	913	1395
EPB41L4A	25	45	62	58	14	8	38	40
EPB41L4B	57	99	92	98	12	14	66	70
EPB41L5	340	461	511	436	157	108	328	415
EPC1	293	402	418	374	118	100	125	182
EPC2	733	920	869	833	73	61	160	195
EPDR1	19	33	37	30	96	68	187	273
EPG5	448	631	798	733	194	105	274	367
EPHA2	97	109	136	107	217	149	520	739
EPHA3	258	299	320	292	121	67	156	199
EPHA4	379	417	491	397	173	108	301	475
EPHA5	30	40	38	36	88	44	107	180
EPHA6	251	370	437	436	56	39	89	135
EPHA7	626	882	977	904	541	375	937	1464
EPHA8	42	49	48	45	20	7	28	38
EPHB1	32	31	55	27	25	12	27	46
EPHB2	133	166	165	149	85	42	184	242
EPHB4	710	861	939	848	114	72	234	415
EPHX1	156	209	297	264	215	127	428	566
EPHX2	52	74	96	79	71	47	134	173
EPHX4	36	46	49	44	49	19	76	105
EPM2A	26	28	36	30	19	14	26	35
EPN1	253	330	510	499	203	137	499	731
EPN2	247	288	300	252	61	48	121	194
EPPK1	147	188	311	295	368	291	736	1106
EPRS	10246	12784	13430	12659	1922	1387	3551	4546
EPS15	941	1179	1424	1218	322	242	664	902
EPS15L1	251	334	376	376	337	286	692	986
EPS8	311	320	337	295	320	209	572	776
EPT1	446	592	565	435	318	226	547	841
ERAL1	399	526	494	461	349	270	634	1037
ERAP1	62	97	83	83	80	52	169	203
ERBB2	349	417	475	429	77	57	175	168
ERBB2IP	1597	2036	2175	1902	289	263	683	850
ERBB4	56	80	100	97	122	65	238	246
ERC1	538	683	1131	1089	344	206	556	718
ERC2	177	267	307	259	5	8	17	25
ERCC1	316	351	403	371	116	103	214	397
ERCC2	350	481	500	416	251	159	486	639
ERCC3	1127	1315	1511	1329	313	214	607	838
ERCC4	400	466	532	552	179	92	271	388
ERCC6	522	629	715	723	160	163	293	424
ERCC6L	1040	1353	1359	1258	278	238	391	580
ERCC6L2	657	855	947	834	72	47	80	98
ERCC8	291	365	381	401	45	32	80	81
ERF	118	136	140	107	108	81	214	341
ERGIC1	388	508	328	275	185	101	358	525
ERGIC2	615	785	759	772	228	164	393	482
ERGIC3	1794	2288	2069	1875	517	325	1180	1710
ERH	1487	1948	1553	1563	1080	847	1953	2637
ERI1	215	246	366	324	149	120	344	385
ERI2	416	514	546	446	81	76	165	174
ERI3	601	709	767	666	609	454	976	1313
ERICH1	148	185	210	193	80	70	210	228
ERLEC1	467	573	575	529	119	76	258	298
ERLIN1	249	339	412	381	120	53	269	353
ERLIN2	366	495	492	433	337	191	614	841
ERMAP	27	27	37	31	5	5	16	15
ERMP1	171	241	250	208	213	149	474	593
ERN1	56	77	90	86	28	13	33	58
ERO1L	819	1009	1304	1221	295	201	731	826
ERO1LB	146	181	210	219	67	44	106	156
ERP29	946	1092	1015	937	398	237	845	1298
ERP44	607	706	774	692	402	299	895	1290
ERRFI1	177	209	169	153	97	51	171	238
ERV3-1	32	63	75	71	0	1	1	8
ESCO1	587	710	796	714	43	31	88	111
ESCO2	394	482	473	408	407	306	747	1011
ESD	1565	1913	2066	1916	1224	1027	2482	3356
ESF1	1094	1384	1428	1515	378	315	561	766
ESPL1	1062	1378	1961	1581	821	529	1106	1773
ESPNL	34	51	64	53	0	0	0	0
ESRP2	138	156	198	159	159	91	264	346
ESRRA	206	210	217	211	61	38	115	172
ESYT1	1524	2106	2160	1898	881	582	1620	2218
ESYT2	803	1014	1074	918	252	178	540	808
ETAA1	523	645	649	634	57	45	120	125
ETF1	2812	3538	3675	3592	1368	1080	2990	3774
ETFA	2447	2976	3018	2910	1113	849	2426	3025
ETFB	603	776	883	888	277	173	682	930
ETFDH	580	731	805	748	138	96	268	438
ETHE1	68	81	60	56	35	29	103	133
ETNK1	616	803	966	801	420	307	651	1060
ETNK2	111	142	141	147	18	15	50	62
ETS2	201	234	340	254	221	128	307	470
ETV3	185	236	239	208	177	123	258	410
ETV3L	18	25	45	40	24	17	25	45
EVC	166	235	430	355	25	10	35	47
EVI5	636	821	991	880	131	103	236	332
EVI5L	93	104	133	121	32	34	81	105
EVL	190	253	334	295	50	46	72	128
EWSR1	4721	6419	6069	5937	3215	2289	4628	6669
EXD2	287	363	430	402	116	75	175	248
EXO1	2310	2946	3243	2978	283	212	543	625
EXO5	55	63	60	56	77	49	80	127
EXOC1	713	911	925	850	196	153	449	570
EXOC2	1072	1453	1433	1271	447	365	833	1114
EXOC3	456	590	655	620	199	148	429	592
EXOC4	1008	1241	1433	1288	471	341	979	1271
EXOC5	967	1291	1411	1441	218	176	562	650
EXOC6	750	924	1043	953	429	343	808	956
EXOC6B	491	667	853	698	224	149	359	439
EXOC7	854	1087	1051	915	396	295	708	1053
EXOC8	928	1125	1463	1308	295	246	468	711
EXOG	178	224	368	347	77	51	118	186
EXOSC1	244	302	271	255	231	171	445	707
EXOSC10	2215	2865	2916	2649	1079	748	1758	2692
EXOSC2	933	1208	1368	1325	433	335	877	1312
EXOSC3	591	756	952	836	246	199	511	754
EXOSC4	320	427	507	422	212	137	396	660
EXOSC5	328	392	423	431	291	197	555	887
EXOSC6	59	77	130	163	165	132	265	435
EXOSC7	729	894	1074	1046	177	115	354	510
EXOSC8	709	947	1097	1052	573	447	1162	1479
EXOSC9	1332	1486	1660	1611	418	291	665	1008
EXPH5	317	396	556	424	89	48	124	159
EXT1	610	752	750	634	112	61	153	223
EXT2	1149	1425	1410	1341	339	227	631	848
EXTL2	170	220	257	188	102	70	182	179
EXTL3	261	334	401	348	100	58	190	271
EYA1	109	150	142	147	21	28	42	50
EYA2	42	51	52	32	78	48	132	204
EYA3	487	658	749	543	227	138	396	538
EYA4	319	449	374	356	214	134	299	448
EZH1	189	301	321	292	40	25	106	99
EZH2	1071	1354	1403	1318	437	307	705	1099
EZR	1466	1840	1816	1784	1394	956	2161	3529
F11R	130	166	147	169	127	99	268	425
F2R	87	111	111	115	130	79	248	319
F2RL1	111	152	148	116	130	78	247	342
F8	67	83	101	89	18	18	37	41
FABP5	409	616	592	674	508	376	1007	1485
FADD	133	158	194	170	128	75	239	344
FADS1	366	483	439	330	117	82	231	301
FADS2	280	369	316	249	463	280	1025	1422
FADS3	50	67	61	54	33	30	74	103
FAF1	1345	1678	1837	1645	423	304	983	1280
FAF2	760	982	846	806	521	349	823	1191
FAH	335	362	411	337	97	81	220	311
FAHD1	148	155	218	187	132	90	235	340
FAHD2A	369	476	474	401	155	108	317	377
FAHD2B	314	365	352	316	132	100	299	343
FAIM	520	682	801	764	231	153	399	664
FAM101B	87	120	90	99	51	40	129	175
FAM102A	35	27	53	44	4	7	11	16
FAM102B	186	243	270	257	50	44	133	148
FAM103A1	350	380	460	404	175	108	263	337
FAM104A	69	86	94	78	88	66	118	219
FAM104B	51	50	46	53	48	44	67	97
FAM105A	102	125	146	130	172	138	365	497
FAM105B	194	259	293	280	131	106	278	302
FAM107B	93	71	96	102	112	91	195	208
FAM110B	23	12	40	31	23	14	39	42
FAM114A1	46	55	54	69	19	11	49	68
FAM114A2	322	400	395	381	160	123	278	397
FAM115A	641	861	961	842	627	426	961	1529
FAM117A	55	72	117	71	43	39	100	148
FAM117B	155	185	236	222	150	118	248	318
FAM118A	128	162	197	180	73	62	114	170
FAM118B	324	394	395	365	71	51	155	211
FAM120A	1838	2197	2625	2377	405	297	874	1407
FAM120AOS	65	75	86	57	26	8	35	34
FAM120B	601	790	985	833	440	370	648	895
FAM120C	117	134	177	143	117	77	175	287
FAM122A	105	174	137	118	39	35	93	126
FAM122B	124	168	284	211	105	61	183	232
FAM126A	544	645	611	584	114	96	267	339
FAM126B	269	381	374	337	53	39	86	136
FAM127A	104	130	108	96	301	221	625	915
FAM127B	36	56	83	61	176	142	372	593
FAM127C	37	53	73	72	142	112	286	517
FAM129A	24	32	35	34	97	65	201	230
FAM129B	514	659	716	644	231	137	548	759
FAM133B	649	697	828	866	153	146	247	383
FAM134A	460	449	538	494	69	47	140	242
FAM134B	34	43	41	43	51	37	103	126
FAM134C	392	416	464	346	167	101	253	353
FAM135A	876	1036	1163	1044	94	71	228	250
FAM136A	361	430	460	397	275	220	586	872
FAM13A	387	469	563	549	118	96	164	215
FAM13B	699	865	1157	1028	58	49	49	65
FAM13C	37	37	52	42	18	15	28	58
FAM149A	26	34	36	33	9	5	18	29
FAM149B1	198	220	226	225	16	11	58	68
FAM151B	26	35	62	45	12	11	17	34
FAM155B	53	57	59	52	5	8	21	22
FAM156A	292	328	312	318	48	32	84	104
FAM160A1	112	154	199	136	34	25	44	64
FAM160A2	241	327	346	309	59	46	79	136
FAM160B1	269	313	421	371	136	113	220	340
FAM160B2	55	69	93	81	72	44	135	191
FAM161A	141	216	279	275	63	54	129	166
FAM161B	46	64	69	63	18	13	42	56
FAM162A	577	776	826	864	279	189	552	742
FAM168A	50	50	46	30	131	84	225	301
FAM168B	201	222	197	161	277	203	485	602
FAM169A	539	723	838	778	150	88	240	410
FAM171A1	351	501	552	484	89	58	215	308
FAM171A2	64	95	96	90	49	25	92	152
FAM171B	301	382	331	300	38	41	85	81
FAM172A	200	197	253	264	65	51	140	192
FAM173A	95	96	140	128	27	26	56	97
FAM173B	137	188	233	178	82	55	127	206
FAM174A	37	56	64	54	27	19	55	72
FAM175A	89	127	134	116	39	25	90	114
FAM175B	306	429	412	390	184	126	341	412
FAM177A1	191	242	250	240	97	65	152	240
FAM178A	1215	1499	1661	1495	297	222	411	515
FAM179B	258	312	408	365	49	41	98	125
FAM184A	395	600	678	645	88	76	186	210
FAM185A	176	231	266	254	62	51	89	156
FAM188A	765	898	1067	1081	462	299	719	913
FAM188B	133	166	153	148	50	34	66	111
FAM189B	91	172	318	254	79	53	189	286
FAM192A	504	609	588	568	177	148	385	529
FAM193A	267	404	582	532	136	85	227	317
FAM193B	262	333	462	312	61	44	94	124
FAM195A	49	60	81	59	46	40	105	158
FAM195B	77	117	136	149	50	49	79	175
FAM198A	64	81	75	77	17	13	11	28
FAM199X	824	1147	1089	959	282	221	637	793
FAM200A	148	201	238	215	83	52	111	135
FAM200B	250	289	353	327	13	12	36	35
FAM203A	210	231	360	343	168	92	267	543
FAM204A	487	678	739	791	117	79	252	387
FAM206A	77	73	103	111	52	33	105	179
FAM207A	276	348	356	400	215	149	395	539
FAM208A	2292	2872	3262	2968	297	236	578	709
FAM208B	5549	7062	8108	7312	765	625	1412	1914
FAM20B	443	539	663	626	76	41	103	183
FAM20C	14	33	34	36	25	18	61	79
FAM210A	164	221	218	211	69	74	170	261
FAM210B	71	112	138	136	83	49	213	253
FAM213A	226	301	371	408	104	61	192	253
FAM214A	141	173	234	183	70	60	146	150
FAM216A	435	554	485	421	387	292	830	949
FAM217B	236	307	319	290	20	20	37	56
FAM219A	43	49	65	63	58	51	112	185
FAM219B	132	154	174	177	26	19	62	99
FAM21A	2037	2675	2921	2807	683	478	1184	1886
FAM21B	1825	2396	2605	2470	604	421	1058	1616
FAM21C	1923	2541	2749	2651	645	462	1174	1818
FAM220A	119	148	156	173	35	13	42	48
FAM221A	22	30	46	37	56	38	142	196
FAM222A	27	29	31	19	7	8	19	31
FAM222B	33	30	50	43	60	44	102	151
FAM227A	35	73	75	73	5	0	3	1
FAM229B	102	108	133	134	15	27	43	88
FAM32A	206	259	334	317	123	117	215	346
FAM35A	965	1220	1319	1167	127	103	287	354
FAM3A	211	256	284	276	41	30	93	126
FAM3C	310	494	472	457	409	252	676	1028
FAM46A	64	104	133	114	54	40	96	179
FAM46C	34	41	38	34	92	73	154	238
FAM49B	854	1080	1095	1057	341	277	707	961
FAM50A	1057	1364	1330	1446	558	400	1206	1682
FAM50B	30	44	27	31	3	0	0	0
FAM53B	226	246	292	236	41	33	76	110
FAM53C	372	443	320	302	199	132	309	471
FAM57A	94	109	133	115	85	40	109	206
FAM58A	336	408	361	305	79	63	197	231
FAM5C	23	37	35	37	0	0	0	0
FAM60A	587	757	701	646	578	429	1005	1518
FAM63A	75	120	153	113	63	51	126	158
FAM63B	104	166	178	140	35	29	101	130
FAM64A	194	215	225	229	211	158	350	683
FAM65A	57	79	209	135	148	97	350	430
FAM69A	110	140	166	152	96	67	161	192
FAM69B	479	489	620	519	58	41	157	291
FAM72A	230	297	308	228	150	111	249	327
FAM72B	243	315	303	231	145	109	231	300
FAM72D	233	305	287	209	156	122	265	329
FAM73A	361	446	575	493	197	128	405	468
FAM73B	228	247	268	263	48	24	68	109
FAM76A	279	322	338	345	76	28	104	151
FAM76B	190	255	224	241	41	23	64	103
FAM81A	37	49	82	37	0	2	8	18
FAM83B	65	89	104	70	103	67	150	220
FAM83D	685	836	797	701	529	411	903	1347
FAM83G	180	239	287	272	84	59	138	203
FAM83H	85	126	132	127	121	99	163	283
FAM84B	165	222	215	210	4	4	13	13
FAM86A	203	250	256	208	43	35	101	150
FAM86B1	54	60	57	53	20	18	45	56
FAM86B2	42	46	48	43	18	16	45	51
FAM89A	51	83	104	112	66	54	108	172
FAM89B	36	42	64	45	21	12	39	71
FAM8A1	239	267	286	316	216	124	345	475
FAM91A1	1081	1443	1453	1371	196	146	548	697
FAM92A1	292	376	442	415	146	103	365	464
FAM96A	397	427	529	576	88	62	122	121
FAM98A	788	1028	1107	1026	396	352	683	1066
FAM98B	202	255	471	309	549	457	985	1214
FAM98C	37	62	66	56	45	28	70	146
FAN1	534	574	720	661	138	99	180	281
FANCA	860	1103	1508	1205	387	276	636	909
FANCB	659	784	1053	1026	129	109	180	276
FANCC	193	228	306	249	99	54	163	213
FANCD2	2653	3300	3873	3541	580	377	1030	1357
FANCE	195	220	311	245	69	44	183	241
FANCG	446	509	569	477	90	72	182	292
FANCI	4095	4956	5351	5003	1026	758	1555	2074
FANCL	386	515	570	580	334	224	585	766
FANCM	964	1352	1444	1419	165	97	232	369
FAR1	1245	1599	1775	1677	756	552	1219	1748
FAR2	343	421	364	338	241	165	395	509
FARP1	240	376	423	324	123	93	321	423
FARP2	337	437	547	489	304	214	419	584
FARS2	279	364	360	382	66	46	142	151
FARSA	1395	1702	1970	1953	1383	927	2417	3611
FARSB	1357	1721	1816	1420	1344	1093	2941	3667
FAS	53	49	66	65	86	61	168	223
FASN	3856	5081	10375	7717	5385	3779	10401	17780
FASTK	463	545	551	519	42	34	105	200
FASTKD1	848	1007	1001	914	160	122	302	329
FASTKD2	1093	1244	1425	1266	544	422	792	1066
FASTKD3	340	417	359	348	103	75	216	283
FASTKD5	662	780	952	675	477	336	708	995
FAT1	3353	4333	4940	4312	1035	585	1379	2085
FAT3	249	321	344	291	114	64	152	248
FAT4	350	475	550	505	174	120	249	353
FAU	3890	4970	4907	4671	2017	1355	3724	6065
FAXC	91	133	144	142	25	20	42	52
FBF1	214	262	316	245	20	5	23	28
FBL	2065	2588	2767	2755	2808	1962	5114	8703
FBLIM1	36	39	41	48	54	40	147	196
FBLN1	102	123	187	156	175	96	383	602
FBN1	562	781	919	781	192	97	191	426
FBN2	1875	2445	3268	2880	1745	996	2333	3839
FBRS	87	111	204	122	103	74	172	250
FBRSL1	99	124	230	192	113	63	250	415
FBXL12	71	104	113	105	58	37	76	154
FBXL14	107	136	128	97	76	52	166	231
FBXL15	74	90	148	128	57	21	85	126
FBXL17	86	105	153	123	83	77	147	249
FBXL18	74	102	143	130	93	58	147	242
FBXL19	450	555	726	596	48	26	91	123
FBXL2	93	111	146	112	15	16	36	49
FBXL20	133	195	211	181	64	41	117	150
FBXL3	714	883	978	871	211	148	280	441
FBXL4	355	428	489	475	106	73	170	198
FBXL5	755	960	1089	952	144	98	255	309
FBXL6	125	153	181	169	38	22	54	75
FBXO10	221	319	410	267	44	37	82	120
FBXO11	541	658	1073	918	306	229	555	759
FBXO16	24	34	40	47	32	28	62	77
FBXO18	1186	1488	1604	1471	320	211	650	858
FBXO21	770	920	1018	911	450	276	747	1057
FBXO22	821	1031	1269	1175	167	135	315	436
FBXO25	165	193	205	174	63	76	196	259
FBXO28	791	938	1010	873	246	172	373	518
FBXO3	568	650	695	644	264	217	534	645
FBXO30	569	801	923	787	227	153	353	444
FBXO31	150	211	229	233	58	32	125	166
FBXO32	33	51	59	55	71	55	166	188
FBXO33	352	425	375	440	138	88	195	284
FBXO34	472	648	647	552	83	64	144	212
FBXO38	518	552	696	562	268	158	475	612
FBXO4	117	140	129	125	57	36	83	124
FBXO42	360	464	467	444	139	75	240	397
FBXO44	53	59	86	65	51	24	84	173
FBXO45	118	132	140	116	67	34	97	121
FBXO46	73	77	111	111	76	27	85	123
FBXO5	1090	1428	1483	1399	465	318	604	803
FBXO7	1075	1317	1543	1261	475	328	985	1276
FBXO8	125	197	202	179	65	42	88	140
FBXO9	692	770	1030	889	74	55	188	251
FBXW11	736	877	959	993	246	174	529	737
FBXW2	552	765	855	842	87	36	138	160
FBXW4	148	185	239	198	48	25	104	115
FBXW5	575	707	681	568	97	75	153	226
FBXW7	408	471	475	441	58	31	80	102
FBXW8	133	166	230	219	85	44	95	206
FBXW9	127	165	136	178	90	64	182	274
FCF1	249	311	395	374	230	156	366	529
FCGBP	28	27	53	33	18	7	18	8
FCGRT	36	66	51	58	102	64	216	249
FCHO2	313	383	379	356	170	144	292	391
FCHSD1	49	61	83	55	23	7	28	38
FCHSD2	217	298	379	347	71	41	132	183
FDFT1	1220	1552	1601	1468	1071	714	2022	2773
FDPS	1952	2409	2414	2225	1308	1012	2304	3094
FDX1	292	327	414	472	229	163	446	694
FDX1L	102	130	148	154	123	73	104	193
FDXACB1	141	189	185	158	19	20	32	53
FDXR	185	203	252	238	133	109	214	350
FECH	299	354	401	329	232	169	481	605
FEM1A	725	921	851	789	207	117	417	560
FEM1B	1316	1592	1807	1556	299	196	593	789
FEM1C	273	358	506	414	188	117	317	366
FEN1	1512	1652	1815	1772	898	641	1463	2356
FER	369	482	552	472	96	85	191	249
FERMT1	38	38	43	42	85	61	125	197
FERMT2	633	793	789	768	454	317	913	1188
FEZ1	44	51	52	47	18	10	45	53
FEZ2	231	280	322	337	122	83	248	353
FGD1	121	198	312	258	64	43	142	193
FGD4	83	87	82	93	32	20	71	95
FGD6	169	173	206	180	34	12	76	120
FGF2	23	26	44	42	22	18	63	72
FGFR1	318	452	506	395	105	58	234	321
FGFR1OP	573	782	944	854	174	134	334	512
FGFR1OP2	383	513	498	484	89	81	221	317
FGFR2	270	344	432	341	49	22	119	181
FGFR3	351	448	499	427	37	21	102	126
FGFR4	112	140	167	132	18	16	47	63
FGFRL1	121	139	172	150	51	38	158	207
FGGY	46	74	75	69	7	5	12	18
FH	1825	2325	2229	2017	693	452	1412	1833
FHAD1	25	36	40	34	9	12	14	16
FHL1	449	617	632	586	826	559	1819	2655
FHL2	78	96	92	92	131	101	285	427
FHOD1	263	386	470	449	194	155	329	486
FHOD3	117	146	180	172	39	30	73	107
FIBP	519	603	607	584	119	91	311	423
FICD	26	45	42	40	16	14	44	45
FIG4	437	496	515	490	228	159	526	642
FIGN	80	98	182	156	34	17	55	80
FIGNL1	1294	1640	1666	1441	278	185	387	600
FIP1L1	386	443	386	368	104	90	267	320
FIS1	396	501	551	534	178	168	354	497
FITM2	55	53	100	74	62	42	119	201
FJX1	67	84	118	97	31	24	78	95
FKBP10	769	948	926	850	227	121	484	715
FKBP11	37	33	52	47	96	68	200	293
FKBP14	154	217	291	272	72	38	98	150
FKBP15	576	720	857	698	165	104	264	398
FKBP1A	224	326	366	311	1054	743	1935	2857
FKBP2	158	179	209	209	94	70	147	240
FKBP3	1170	1518	1561	1617	866	796	2092	2606
FKBP4	5388	6455	6851	6320	2928	1993	5846	8373
FKBP5	284	417	478	489	305	217	648	853
FKBP7	112	131	154	130	20	27	67	75
FKBP8	878	1109	1295	1298	548	375	1300	1760
FKBP9	219	325	353	362	119	65	265	322
FKBPL	184	193	229	178	61	33	73	117
FKRP	68	79	106	91	31	15	33	90
FKTN	225	316	341	341	33	23	45	74
FLAD1	748	936	970	856	222	132	455	563
FLCN	449	610	668	544	60	40	104	165
FLII	4089	5139	5082	4710	625	393	1230	1734
FLJ00285	694	875	1145	863	29	8	30	13
FLJ00322	217	220	306	223	27	5	26	12
FLJ14346	32	39	54	37	0	0	0	1
FLJ44955	55	72	140	122	0	0	0	1
FLNA	6570	8973	10640	8874	5458	3754	8329	13554
FLNB	3124	4167	4726	4298	619	419	700	1448
FLNC	573	718	977	823	55	37	63	113
FLOT1	299	401	420	443	220	166	555	633
FLOT2	233	300	441	395	321	215	605	887
FLRT3	79	95	82	61	21	20	30	35
FLT1	88	98	121	92	209	123	411	555
FLT4	311	399	391	375	133	85	224	340
FLVCR1	383	447	522	434	104	57	188	278
FLYWCH1	241	279	440	416	61	45	151	237
FLYWCH2	149	203	179	192	39	37	59	114
FMN2	75	107	175	188	61	46	119	188
FMNL2	604	734	877	857	183	122	288	381
FMNL3	89	114	156	137	52	27	96	147
FMO4	26	37	31	38	28	14	16	28
FMR1	975	1360	1675	1617	447	394	910	1264
FN1	259	352	385	367	758	408	1451	2237
FN3KRP	203	217	270	278	126	97	217	324
FNBP1	197	262	376	305	240	186	503	611
FNBP1L	301	368	386	366	151	106	294	418
FNBP4	1017	1346	1540	1450	209	159	315	522
FNDC3A	1433	1725	1898	1667	505	382	781	1129
FNDC3B	327	433	469	421	258	189	404	560
FNDC4	25	25	26	30	2	1	3	1
FNIP2	423	453	672	549	69	43	157	217
FNTA	528	695	707	715	327	247	709	929
FOCAD	2158	2605	2807	2411	298	235	622	757
FOPNL	182	238	263	245	113	93	255	326
FOXA1	32	39	45	31	111	78	201	279
FOXC1	416	543	534	451	622	466	1173	2067
FOXD1	85	113	125	116	51	32	62	130
FOXF2	46	75	74	58	77	46	149	270
FOXG1	63	96	85	64	50	48	84	156
FOXJ2	39	46	67	44	35	18	59	112
FOXJ3	225	284	333	298	328	226	583	755
FOXK1	152	227	260	192	190	147	344	527
FOXK2	674	854	917	764	141	95	334	504
FOXM1	643	823	990	750	193	161	385	522
FOXN2	189	225	258	199	64	49	139	178
FOXN3	112	142	154	152	32	15	44	75
FOXO1	129	155	238	200	180	148	350	504
FOXO3	479	671	760	606	309	201	478	766
FOXO4	65	62	57	58	29	17	44	59
FOXP1	318	430	354	290	138	80	319	379
FOXP2	149	193	200	133	59	65	142	149
FOXP4	49	49	134	98	98	75	229	376
FOXRED1	362	445	495	434	180	124	301	499
FOXRED2	603	790	1246	1042	372	263	589	853
FPGS	339	357	450	406	202	104	297	487
FPGT-TNNI3K	79	99	94	75	28	23	47	62
FRA10AC1	249	343	364	380	137	118	305	412
FRAS1	517	733	1040	888	313	158	376	678
FRAT2	32	37	56	71	38	26	62	107
FREM2	613	831	932	790	346	203	547	828
FRG1	409	443	440	467	232	208	474	628
FRMD4A	77	79	102	91	55	38	145	146
FRMD4B	49	66	70	52	45	28	81	107
FRMD5	44	45	59	62	28	13	55	82
FRMD6	239	281	272	235	96	66	207	237
FRMD8	83	111	172	142	55	43	107	167
FRRS1	238	263	287	220	69	27	146	134
FRS2	277	396	382	335	65	36	126	186
FRY	87	125	131	118	19	14	38	44
FRYL	1001	1165	1327	1223	241	177	378	592
FSBP	77	120	150	111	28	13	23	28
FSCN1	110	135	157	133	549	332	1153	1483
FSD1	180	246	252	242	94	60	178	285
FSD1L	67	96	143	102	11	7	24	24
FSIP2	64	135	131	166	0	0	0	0
FSTL1	409	551	533	475	788	458	1487	2501
FTH1	1582	2210	2957	2716	457	280	905	1399
FTL	2055	2596	2193	1735	208	154	459	706
FTO	588	756	906	869	256	190	525	661
FTSJ1	286	346	326	281	111	88	232	397
FTSJ2	331	398	416	323	175	125	247	425
FTSJ3	2000	2472	2565	2509	883	651	1498	2247
FTSJD1	231	308	330	266	77	60	170	219
FTSJD2	1304	1667	1761	1695	580	436	975	1381
FUBP1	3787	4737	4587	3919	1416	1092	2272	3592
FUBP3	733	1048	842	760	712	460	1183	1864
FUCA1	246	287	289	295	100	62	206	304
FUCA2	1054	1278	1334	1245	516	317	967	1287
FUK	124	138	150	135	47	20	56	99
FUNDC1	109	163	189	217	165	117	276	393
FUNDC2	573	732	729	687	191	139	423	629
FUOM	67	126	110	127	12	11	21	40
FURIN	233	281	386	330	84	39	172	242
FUS	854	1287	2016	1579	5057	3800	7677	11842
FUT10	140	159	202	163	53	35	55	84
FUT11	85	116	130	153	80	55	110	196
FUT4	14	31	43	24	11	5	17	27
