	ribo_untr_a	ribo_untr_b	ribo_isrib_a	ribo_isrib_b	untr_a_hek	untr_b_hek	isrib_a_hek	isrib_b_hek
GCA	397	478	193	265	245	252	277	178
GCAT	222	321	128	183	477	362	472	354
GCC1	297	389	148	213	526	519	532	385
GCC2	1152	1055	513	623	1889	1778	1575	1435
GCDH	673	873	326	433	561	485	550	372
GCFC2	663	750	310	376	1455	1359	1552	1129
GCH1	278	353	113	168	125	136	133	108
GCHFR	177	224	71	115	54	45	51	30
GCLC	832	1036	455	580	807	742	742	590
GCLM	911	1147	481	594	661	611	601	502
GCN1	5714	7482	2739	3615	7549	6811	6118	5892
GCNA	1	4	0	1	88	62	76	89
GCNT1	57	57	34	34	138	118	84	67
GCNT7	0	0	0	0	62	38	30	38
GCSAM	0	0	0	0	29	18	20	21
GDAP1	407	430	193	230	375	360	346	274
GDAP2	533	559	219	257	690	604	599	547
GDE1	267	385	144	215	879	744	848	575
GDF11	165	187	68	87	82	81	92	72
GDF7	50	59	29	18	18	18	19	14
GDI1	2155	2813	1078	1368	1120	1029	1286	956
GDI2	6204	7913	3395	4208	4286	4050	4307	2943
GDPD1	194	218	103	81	146	114	135	82
GDPD3	6	2	1	0	22	22	15	17
GDPD5	15	25	9	10	53	22	47	45
GDPGP1	16	15	8	6	32	34	37	38
GEMIN2	421	506	174	240	646	587	498	379
GEMIN4	2390	2913	1190	1500	2413	2125	2249	1921
GEMIN5	2825	3172	1244	1708	3691	3351	3227	2586
GEMIN6	428	535	220	272	657	573	573	399
GEMIN7	229	278	95	163	214	193	179	145
GEMIN8	328	339	132	165	115	95	94	90
GEN1	234	312	126	145	1173	1058	1142	882
GET4	587	800	276	365	411	392	371	278
GFER	173	284	110	130	141	140	141	89
GFI1	174	206	82	125	53	52	40	46
GFM1	919	1172	478	642	2437	2284	2393	1780
GFM2	632	708	330	383	1741	1511	1563	1103
GFOD1	50	81	27	32	94	127	103	87
GFOD2	76	101	35	39	231	233	209	153
GFPT1	1854	2103	837	1125	1179	1152	996	773
GFPT2	230	223	118	123	213	183	184	180
GFRA1	134	130	45	60	24	21	23	19
GGA1	505	675	227	336	654	591	657	509
GGA2	1087	1441	535	720	1467	1428	1392	1197
GGA3	392	499	195	276	481	393	433	359
GGCT	542	775	299	420	390	345	324	231
GGCX	693	968	338	481	763	668	704	557
GGH	1495	1584	746	867	753	747	677	488
GGNBP2	890	1161	523	625	1192	1047	931	800
GGPS1	129	134	75	78	494	431	419	332
GGT7	161	218	75	114	249	233	238	240
GHDC	109	117	45	68	202	163	154	149
GHITM	7058	8098	3491	4385	3661	3420	3814	2529
GHR	10	9	6	5	28	22	34	21
GHRL	0	1	0	0	58	50	45	57
GID4	112	164	53	68	223	215	168	177
GID8	650	873	381	461	528	535	495	358
GIGYF1	250	299	129	150	932	808	739	696
GIGYF2	1804	2502	1062	1347	2890	2658	2833	2082
GIN1	290	294	130	165	159	124	143	112
GINM1	551	550	277	307	661	621	516	430
GINS1	751	906	396	523	498	529	444	382
GINS2	812	940	341	524	1234	1227	1094	817
GINS3	356	442	182	231	392	336	428	284
GINS4	526	681	261	342	459	466	444	375
GIPC1	1146	1470	566	761	603	531	695	475
GIPC3	0	1	1	0	38	21	27	36
GIT1	470	621	229	322	329	304	286	322
GIT2	757	812	315	404	626	553	592	527
GJA1	863	1009	437	552	427	376	423	335
GJC1	359	423	142	187	385	406	341	320
GK	31	41	6	13	83	87	89	69
GK5	205	232	92	90	460	462	348	302
GKAP1	170	182	81	87	164	185	118	127
GLA	2998	3507	1407	1942	4132	3562	4456	2920
GLB1	548	771	276	425	1217	1040	1275	901
GLB1L	51	56	25	20	108	74	85	79
GLB1L2	415	467	224	301	404	369	371	313
GLB1L3	28	29	10	13	48	28	26	30
GLCCI1	139	197	69	85	178	146	219	156
GLCE	235	239	111	138	476	380	486	360
GLDC	178	216	87	131	447	386	415	344
GLE1	849	965	390	536	1288	1171	1269	1003
GLG1	1751	2331	924	1223	2400	2211	1953	1710
GLI2	87	106	54	90	53	48	39	65
GLI3	351	408	156	173	338	270	204	327
GLI4	57	69	38	32	89	65	72	66
GLIPR1	31	26	7	22	239	240	260	168
GLIPR2	81	63	37	36	41	40	50	28
GLIS2	18	39	18	21	35	18	22	21
GLMN	987	1110	558	625	1417	1335	1285	1006
GLMP	538	616	235	348	449	365	499	381
GLO1	9354	10762	4389	5568	5074	4855	4513	3193
GLOD4	1473	1986	725	946	1150	1115	994	659
GLRA1	0	0	0	0	18	17	18	23
GLRA2	0	0	0	0	25	25	21	19
GLRB	204	209	87	110	116	120	130	96
GLRX	333	350	143	196	28	26	31	23
GLRX2	269	335	125	173	348	284	314	193
GLRX3	2814	3369	1379	1756	2101	2070	1978	1316
GLRX5	493	791	281	396	309	298	318	161
GLS	826	1193	466	554	1953	1879	1683	1307
GLS2	89	86	33	35	222	176	173	221
GLT8D1	243	251	104	141	841	826	919	663
GLT8D2	109	97	36	57	53	53	55	42
GLTP	209	251	89	130	239	208	209	157
GLUD1	1271	1644	634	829	1404	1254	1195	846
GLUL	3608	4750	1919	2767	5179	5084	5354	3815
GLYCTK	77	84	30	40	134	131	133	96
GLYR1	1309	1686	708	906	1547	1429	1293	1201
GM2A	408	511	187	295	215	197	198	108
GMCL1	115	126	53	65	517	481	459	400
GMDS	571	690	277	407	479	425	356	335
GMEB1	273	338	152	186	544	530	546	400
GMEB2	298	368	148	206	229	200	212	165
GMFB	587	703	289	344	553	559	518	343
GMIP	89	97	38	56	95	63	60	66
GMNN	2638	2917	1258	1572	2124	2036	1931	1428
GMPPA	557	729	272	374	543	444	537	388
GMPPB	340	505	194	220	610	598	608	419
GMPR	306	327	144	167	25	19	21	14
GMPR2	555	633	267	342	1049	1002	996	689
GMPS	3321	3587	1549	2075	3453	3167	3052	2434
GNA11	516	716	254	345	532	484	591	477
GNA12	123	157	63	83	222	192	171	161
GNA13	406	509	209	269	613	564	526	411
GNAI1	880	1007	446	557	371	347	333	251
GNAI2	882	1160	418	588	557	524	622	483
GNAI3	2718	3106	1357	1634	1710	1689	1855	1256
GNAL	169	155	73	79	150	172	148	129
GNAQ	198	244	92	147	273	248	287	201
GNAS	17285	21303	7491	11028	7701	6818	6207	6115
GNAT2	7	9	2	13	67	55	57	43
GNAZ	71	85	20	46	149	133	177	122
GNB1	3977	5197	1914	2610	1718	1604	1680	1500
GNB1L	284	363	154	210	218	175	205	163
GNB2	2879	3527	1207	1722	1028	858	972	847
GNB3	5	6	1	3	39	36	34	34
GNB4	1314	1495	620	843	593	515	558	402
GNB5	286	403	135	205	150	150	148	120
GNE	744	846	327	450	927	912	910	727
GNG11	262	277	150	169	19	12	17	13
GNG12	677	774	348	475	171	128	131	91
GNG4	48	63	20	32	39	34	46	23
GNG5	653	805	286	438	142	155	156	93
GNL1	612	1003	329	445	810	753	803	644
GNL2	2902	3305	1511	1913	4293	3927	4016	2987
GNL3	3316	3931	1682	2061	10693	10213	9925	6826
GNL3L	2029	2493	963	1268	1997	1835	1309	1494
GNPAT	657	748	333	384	2462	2156	2182	1515
GNPDA1	1176	1409	553	710	663	557	743	532
GNPDA2	310	300	142	214	188	167	198	138
GNPNAT1	636	643	299	335	617	572	578	384
GNPTAB	308	304	124	179	1213	1084	1060	905
GNPTG	97	123	29	65	224	207	191	180
GNRHR	1	0	0	1	36	34	23	33
GNS	1313	1494	598	833	1212	1020	1089	763
GOLGA1	173	258	117	149	437	355	326	294
GOLGA2	441	506	197	246	579	524	576	428
GOLGA3	867	1036	415	557	1739	1643	1579	1400
GOLGA4	889	938	394	535	5824	5740	5677	4390
GOLGA5	654	675	300	356	874	772	898	632
GOLGA6L9	0	0	0	0	25	14	12	24
GOLGA7	688	775	313	391	302	265	288	182
GOLGB1	1994	2376	1045	1247	5870	5711	5676	4593
GOLIM4	702	762	320	443	1417	1327	1482	1014
GOLM1	1300	1737	642	827	1279	1372	1372	1008
GOLPH3	852	1055	453	533	565	476	515	359
GOLPH3L	431	558	226	263	348	301	321	298
GOLT1B	277	318	124	171	227	202	190	145
GON4L	453	498	214	285	2073	1861	1758	1572
GON7	168	198	91	104	118	108	83	54
GOPC	495	647	233	347	691	639	593	402
GORAB	94	139	47	57	195	164	194	166
GORASP1	252	345	133	167	369	292	407	320
GORASP2	1632	1830	725	917	752	623	986	627
GOSR1	410	470	214	243	353	353	348	278
GOSR2	79	95	50	50	188	119	154	111
GOT1	1644	1953	761	1028	976	847	969	713
GOT2	3861	4790	1882	2520	2451	2077	2152	1858
GP1BA	3	1	0	1	56	53	34	62
GPAA1	796	1107	395	572	816	715	755	627
GPALPP1	673	725	332	397	781	684	691	540
GPAM	411	553	222	312	1070	993	1013	698
GPANK1	176	239	64	103	170	164	160	134
GPAT2	2	4	1	2	43	28	31	35
GPAT3	343	470	160	228	110	77	100	74
GPAT4	362	536	204	224	1031	941	928	733
GPATCH1	486	617	253	290	420	401	411	365
GPATCH11	299	318	109	160	283	283	230	240
GPATCH2	334	355	147	183	887	802	788	601
GPATCH2L	354	422	176	205	775	752	687	534
GPATCH3	181	272	106	138	322	340	327	218
GPATCH4	925	1265	512	654	1876	1753	2075	1310
GPATCH8	1074	1350	555	725	1703	1309	1175	1296
GPBP1	401	397	152	235	1944	1839	1954	1530
GPBP1L1	186	236	93	132	1322	1225	1191	1032
GPC1	176	241	83	129	137	117	102	86
GPC2	18	16	5	14	28	27	26	22
GPC3	357	391	166	212	654	588	478	521
GPC4	1185	1404	581	705	285	285	175	217
GPC5	11	14	4	2	29	30	33	23
GPC6	141	179	74	79	213	207	185	181
GPCPD1	451	535	254	321	575	530	494	369
GPD1L	420	495	195	246	402	373	383	263
GPD2	883	1159	476	575	1041	1051	789	623
GPER1	0	1	1	0	74	57	38	49
GPHN	466	698	262	347	752	727	635	662
GPI	25538	32752	12265	17215	5001	4168	4934	4311
GPKOW	633	849	289	437	680	562	568	434
GPLD1	22	26	14	10	151	146	153	123
GPM6A	233	251	98	121	55	40	38	25
GPM6B	397	486	204	253	205	154	165	120
GPN1	661	779	315	396	741	698	740	570
GPN2	611	752	275	389	370	324	333	231
GPN3	1397	1679	680	834	800	809	748	484
GPR107	809	898	341	477	578	454	538	434
GPR108	259	311	110	179	289	267	377	275
GPR135	0	0	0	1	49	44	19	31
GPR137	70	122	37	61	170	136	144	119
GPR137B	77	102	33	52	161	124	132	103
GPR137C	38	62	27	20	92	81	56	49
GPR153	27	21	8	16	31	37	29	28
GPR155	79	74	29	43	146	155	158	127
GPR156	3	1	0	1	34	35	31	33
GPR157	59	52	25	41	31	43	25	22
GPR160	18	5	5	10	185	173	206	166
GPR161	113	154	54	66	160	142	150	127
GPR162	4	9	2	8	37	35	22	19
GPR171	0	0	0	0	58	66	38	31
GPR176	17	29	5	14	85	57	69	68
GPR18	0	1	0	0	88	83	45	70
GPR180	253	274	121	134	499	436	512	413
GPR183	2	1	0	0	79	79	70	57
GPR22	0	0	0	0	102	119	88	61
GPR27	56	84	30	60	81	64	57	39
GPR34	0	0	0	0	41	23	16	20
GPR37	190	238	79	126	15	14	13	10
GPR39	3	11	1	0	68	57	52	36
GPR52	0	0	0	0	50	35	38	44
GPR63	53	50	16	31	107	92	110	102
GPR75	0	0	0	1	129	65	88	126
GPR75-ASB3	41	31	17	15	27	14	15	15
GPR82	0	0	0	0	41	31	20	25
GPR87	1	1	0	0	21	27	18	21
GPRASP1	2	4	1	0	286	261	244	198
GPRASP2	301	380	177	197	1478	1302	1299	954
GPRC5B	82	108	44	60	49	36	45	44
GPRC5C	149	228	75	108	34	29	36	24
GPRIN1	284	317	147	170	722	696	580	589
GPRIN3	252	262	90	132	109	100	117	74
GPS1	2188	2860	966	1448	1790	1501	1723	1270
GPS2	545	648	248	344	538	443	599	420
GPSM1	601	707	279	395	223	173	207	145
GPSM2	365	441	179	228	937	922	845	666
GPT	0	1	1	0	79	64	47	56
GPT2	450	480	176	263	552	534	516	345
GPX1	687	1069	303	449	1273	1167	1212	817
GPX3	254	326	115	147	135	101	106	110
GPX4	1172	1265	478	677	3086	2878	2991	2051
GPX8	241	256	101	140	324	294	302	210
GRAMD1A	1887	2253	868	1101	529	476	479	394
GRAMD1B	116	131	59	87	88	112	105	83
GRAMD1C	50	42	11	22	78	86	83	53
GRAMD4	147	176	79	106	230	238	224	184
GRB10	466	503	181	271	939	848	766	652
GRB14	89	79	36	32	219	178	169	145
GRB2	1469	1863	726	978	771	750	786	626
GREB1	24	29	18	22	208	161	147	147
GREB1L	336	395	185	201	1035	878	880	820
GRHL1	96	116	29	53	94	81	104	66
GRHPR	828	983	355	550	1212	1068	1136	838
GRIA1	0	0	0	0	43	72	38	23
GRID1	131	163	60	82	186	111	138	136
GRID2	1	4	2	2	22	21	14	14
GRIK1	0	0	0	0	49	23	33	31
GRIK4	6	5	0	3	20	15	16	22
GRIN2D	8	8	6	8	39	32	21	35
GRINA	1302	1682	598	856	557	396	494	427
GRIP1	247	267	126	134	202	169	177	141
GRIP2	4	6	7	10	32	20	43	17
GRIPAP1	513	672	269	338	772	724	666	575
GRK2	358	428	173	215	841	813	821	718
GRK3	92	97	33	44	601	548	549	446
GRK4	23	17	4	5	76	76	76	57
GRK5	35	46	21	22	115	98	113	110
GRK6	569	875	295	441	1656	1555	1503	1156
GRN	1955	2793	1018	1438	1082	998	917	856
GRPEL1	1155	1388	569	731	1168	1127	1229	877
GRPEL2	606	777	307	407	403	443	362	283
GRSF1	3039	3469	1357	1778	2937	2800	2592	1993
GRTP1	127	131	62	83	121	110	92	81
GRWD1	1197	1670	630	871	1595	1478	1432	1133
GSC	84	111	38	44	27	31	22	13
GSDMB	5	5	10	4	36	23	43	24
GSDME	122	127	64	75	98	65	69	95
GSE1	1001	1332	486	619	778	634	509	613
GSK3A	814	1022	383	513	286	259	271	260
GSK3B	502	557	240	357	868	790	724	729
GSKIP	298	327	157	174	181	157	182	153
GSN	407	476	190	236	150	131	138	135
GSPT1	2218	2448	935	1326	4492	4521	3551	3530
GSR	3092	3676	1434	1912	1493	1448	1389	1062
GSS	944	1148	409	553	996	961	973	718
GSTA4	661	703	301	362	439	425	377	279
GSTCD	327	348	149	194	914	763	823	616
GSTK1	566	650	255	375	550	521	534	379
GSTM2	69	102	38	40	138	108	127	122
GSTM3	852	1023	401	519	774	756	745	475
GSTM4	2	0	0	0	22	19	26	10
GSTO1	3144	4117	1565	1925	1411	1367	1171	865
GSTO2	43	45	21	18	20	10	14	13
GSTP1	1327	1694	638	859	5250	4365	4716	3285
GSTZ1	221	229	81	145	202	194	255	140
GTDC1	38	40	16	25	130	102	120	112
GTF2A1	952	1289	553	678	481	471	535	389
GTF2A2	977	1031	480	558	372	348	395	222
GTF2B	1185	1512	571	780	773	762	789	558
GTF2E1	200	279	96	119	306	270	213	163
GTF2E2	920	1011	382	507	480	471	498	347
GTF2F1	1833	2446	945	1279	1426	1342	1586	1118
GTF2F2	1066	1114	502	672	706	709	642	498
GTF2H1	350	328	134	161	1079	955	1038	704
GTF2H2	38	34	22	19	190	154	135	105
GTF2H2C	41	46	13	27	145	163	115	89
GTF2H3	960	1063	458	572	896	817	834	648
GTF2H4	388	411	165	219	318	227	261	257
GTF2H5	410	524	207	271	367	332	355	223
GTF2I	1233	1409	576	753	2514	2543	2089	1852
GTF2IRD1	227	269	102	164	372	334	337	327
GTF3A	412	530	225	300	2102	1863	2137	1466
GTF3C1	3800	4794	1887	2530	6796	6174	5990	5421
GTF3C2	920	1137	410	554	1650	1350	1630	1378
GTF3C3	1784	1941	873	1077	2280	2126	2112	1566
GTF3C4	1430	1591	554	861	1974	1683	1558	1529
GTF3C5	1660	1911	747	1061	1479	1298	1540	1046
GTF3C6	337	373	202	207	1268	1315	1137	743
GTPBP1	889	1074	414	561	1469	1208	1254	1152
GTPBP10	602	709	278	373	582	620	548	371
GTPBP2	355	432	187	230	652	601	585	461
GTPBP3	898	1215	448	587	979	887	863	700
GTPBP4	3854	4347	1817	2493	3770	3753	3795	2562
GTPBP6	382	566	205	268	745	621	687	498
GTPBP8	364	415	201	244	559	599	588	368
GTSE1	1199	1672	653	840	914	757	840	732
GUCD1	305	427	162	192	429	371	400	309
GUCY1A1	131	166	64	100	231	210	240	168
GUCY1A2	84	102	43	65	44	47	44	34
GUCY1B1	564	585	249	278	214	195	196	147
GUF1	680	735	325	414	1184	1151	1093	794
GUK1	527	643	240	365	1785	1608	1578	1121
GULP1	199	176	89	127	144	139	179	120
GUSB	458	575	216	287	769	747	758	614
GVQW2	6	4	7	2	21	18	14	13
GVQW3	14	26	7	5	68	53	67	61
GXYLT1	475	630	222	323	349	341	334	296
GXYLT2	35	67	27	39	459	398	394	309
GYG1	727	819	365	479	486	421	502	365
GYG2	1	0	0	0	165	143	140	123
GYPC	0	1	0	0	48	45	40	32
GYS1	1098	1400	558	678	965	715	754	754
GZF1	197	228	68	128	413	412	425	300
H1F0	510	524	198	284	372	317	466	325
H1FX	2363	3312	1244	1672	691	667	684	510
H2AFJ	139	155	47	83	47	47	41	32
H2AFV	1149	1341	534	792	588	486	572	337
H2AFX	3354	3922	1533	2100	1020	781	1014	710
H2AFY	5660	7133	2760	3883	3822	3575	3435	2594
H2AFY2	793	926	367	511	1184	1133	1072	817
H2AFZ	4196	5198	2179	2872	6920	6599	6678	4402
H3F3A	2	6	2	0	26	33	34	36
H3F3B	1606	2291	874	1253	2264	2376	2197	1519
H6PD	162	223	75	106	175	142	150	122
HAAO	31	26	11	17	15	14	14	25
HABP4	193	217	76	132	290	253	216	201
HACD1	196	258	106	131	141	128	113	74
HACD2	564	711	313	338	289	257	351	258
HACD3	4495	4954	2143	2653	2603	2184	2687	1900
HACD4	18	24	11	18	19	20	28	22
HACE1	226	221	120	154	770	797	668	542
HACL1	1315	1473	641	752	1226	1065	1031	766
HADH	1009	1261	487	715	1003	870	755	658
HADHA	1809	2219	917	1148	3362	3206	3115	2500
HADHB	2054	2255	918	1119	1749	1546	1657	1180
HAGH	645	866	330	494	457	384	400	310
HAGHL	57	47	20	21	36	33	33	22
HAL	4	0	0	1	33	26	36	32
HAND1	29	37	15	14	18	15	18	13
HAP1	5	14	4	10	36	35	30	31
HAPLN3	83	110	38	54	88	75	75	56
HARBI1	49	80	28	20	58	50	64	55
HARS	2157	2909	1048	1518	1992	1919	1816	1333
HARS2	548	680	250	340	691	617	590	415
HAS3	32	44	18	29	149	99	104	129
HASPIN	584	696	246	347	826	641	814	591
HAT1	3651	4057	1768	2087	2661	2604	2543	1841
HAUS1	688	798	334	427	738	714	752	506
HAUS2	453	395	195	235	304	325	324	230
HAUS3	602	581	306	338	1305	1263	1185	950
HAUS4	182	206	95	108	308	271	245	190
HAUS5	1283	1699	614	858	595	536	509	468
HAUS6	389	392	162	208	1950	1729	1849	1516
HAUS7	722	958	359	492	959	877	905	648
HAUS8	321	452	152	241	343	355	330	268
HAX1	790	1087	348	432	1907	1742	1965	1440
HBEGF	41	72	24	30	16	10	25	20
HBP1	406	392	153	205	336	277	324	251
HBQ1	0	0	0	0	40	22	13	16
HBS1L	1751	1871	788	946	4187	3909	4019	2827
HCCS	238	267	115	161	634	580	570	455
HCFC1	3397	4553	1784	2452	4065	2955	2557	4007
HCFC1R1	207	267	87	104	45	34	58	34
HCFC2	172	205	73	96	395	354	361	293
HCLS1	53	153	33	55	62	60	55	34
HCN2	184	162	50	49	83	48	51	60
HCN3	25	25	17	16	78	56	80	64
HDAC1	4473	5394	2171	2891	4410	3904	4865	3258
HDAC10	52	82	19	24	193	158	164	176
HDAC11	82	107	31	72	69	50	49	41
HDAC2	6640	7840	3313	4124	6332	6026	5324	4350
HDAC3	1015	1202	517	674	1414	1277	1586	1098
HDAC4	169	214	84	113	186	130	148	149
HDAC5	175	168	62	72	503	473	569	400
HDAC6	359	416	164	217	758	636	735	560
HDAC7	240	330	103	149	139	93	121	98
HDAC8	3	3	0	2	82	59	55	47
HDAC9	29	28	11	11	23	32	32	22
HDDC2	1873	2088	866	1135	1591	1507	1554	1082
HDDC3	116	126	46	63	280	246	239	131
HDGF	2854	3761	1349	1841	3925	4020	3164	2697
HDGFL2	1552	2171	781	1089	2008	2035	1800	1431
HDGFL3	252	272	94	145	799	698	741	516
HDHD2	443	486	206	255	285	264	261	217
HDHD3	70	112	46	64	174	112	166	110
HDHD5	754	944	310	466	1110	1041	1141	856
HDLBP	7462	8671	3388	4806	12619	10927	13262	10222
HDX	0	0	0	1	281	192	221	185
HEATR1	3724	4257	1859	2288	16435	15272	15351	11876
HEATR3	618	757	312	387	1902	1693	1708	1259
HEATR5A	595	695	298	406	1667	1599	1559	1202
HEATR5B	864	1048	445	541	2101	1974	2030	1504
HEATR6	731	850	335	446	1037	879	921	737
HEBP1	480	601	213	309	138	126	86	102
HEBP2	959	1002	430	550	1130	1138	989	666
HECA	266	302	124	165	323	263	290	228
HECTD1	2301	2801	1256	1404	8493	7951	7933	5746
HECTD2	157	191	78	99	326	276	299	243
HECTD3	595	670	273	362	367	327	252	334
HECTD4	1190	1260	503	670	2781	2339	1895	2356
HECW2	83	103	37	66	128	134	154	116
HEG1	223	260	87	142	262	197	220	232
HELB	396	445	213	219	622	557	498	416
HELLS	4571	5265	2222	2757	6797	6335	5186	4806
HELQ	135	163	68	92	648	589	574	487
HELZ	1656	1780	675	957	2889	2508	2350	2252
HELZ2	98	150	55	82	166	185	128	135
HEMK1	71	94	40	47	229	158	222	143
HERC1	1164	1337	548	664	3822	3369	3460	2903
HERC2	1012	1231	483	623	3510	3034	2730	2680
HERC3	333	353	133	161	490	415	393	311
HERC4	729	731	288	349	940	839	768	693
HERC5	937	1095	447	608	917	904	804	581
HERC6	238	271	126	155	100	105	82	81
HERPUD1	437	515	191	224	498	439	579	439
HERPUD2	246	233	114	128	234	179	209	198
HES1	972	1427	564	674	293	252	287	264
HES4	669	873	306	458	708	722	498	374
HES6	138	194	67	110	96	82	77	65
HESX1	5	0	0	0	21	24	17	17
HEXA	458	457	206	235	958	816	947	725
HEXB	1010	1107	438	572	1419	1253	1436	1062
HEXD	51	71	20	48	250	235	304	210
HEXIM1	481	918	348	445	329	316	416	403
HEXIM2	51	79	25	26	56	60	29	41
HEY1	307	414	181	278	1590	1598	1877	1446
HEY2	190	274	102	140	57	42	54	32
HFM1	34	28	12	14	294	258	241	201
HGF	18	20	9	9	126	145	157	114
HGH1	226	378	120	168	215	203	208	128
HGS	1002	1323	576	711	1036	884	971	822
HGSNAT	199	272	96	134	342	286	283	258
HHAT	52	58	29	55	62	44	35	33
HHEX	128	209	79	92	63	59	38	39
HHIP	57	59	21	40	64	71	57	47
HHIPL2	1	5	2	5	19	21	16	19
HHLA3	133	145	55	70	49	51	41	43
HIBADH	728	897	335	409	499	524	516	336
HIBCH	725	767	293	405	700	660	635	461
HIC2	161	251	107	122	302	249	290	257
HID1	243	287	109	158	58	43	45	34
HIF1A	4174	4609	2063	2667	2451	2228	2406	1792
HIF1AN	719	931	343	470	453	427	482	331
HIGD1A	207	204	108	136	312	250	360	202
HIGD2A	568	731	268	402	539	408	520	333
HIKESHI	224	256	93	151	524	441	478	323
HILPDA	111	103	24	41	66	78	55	59
HINFP	133	173	42	92	307	291	297	227
HINT1	4642	6838	2442	3233	3543	2945	3550	2179
HINT2	225	322	136	180	362	316	265	198
HINT3	330	387	165	199	289	265	208	175
HIP1	390	424	174	207	502	466	365	384
HIP1R	483	569	214	265	552	550	468	412
HIPK1	907	1104	434	625	1263	973	1148	1018
HIPK2	268	354	130	151	471	389	345	377
HIPK3	407	445	199	214	1448	1298	1375	1014
HIRA	480	582	238	278	1955	1790	1588	1594
HIRIP3	424	631	206	274	486	478	600	416
HIST1H1C	25029	33667	12960	16351	31168	28560	32257	22416
HIST1H1D	4225	5369	2166	2691	4584	4307	3787	2794
HIST1H1E	24669	32292	12427	15667	26867	26967	22954	16348
HIST1H2AB	3451	4310	1566	2128	1706	1302	2107	1352
HIST1H2AC	4327	6217	2397	3026	5243	4778	5182	3400
HIST1H2AD	615	868	318	472	1024	633	1614	877
HIST1H2AE	1740	2120	779	1042	43	29	54	33
HIST1H2AG	6762	8462	3193	4277	7382	5666	8540	5400
HIST1H2AH	6049	8047	2911	3879	9881	8433	11710	7382
HIST1H2AI	1454	1987	704	1019	3152	2784	2909	2015
HIST1H2AK	529	710	261	334	723	573	783	493
HIST1H2AL	69	52	24	31	680	499	726	418
HIST1H2AM	1731	2176	817	1155	5254	4509	5369	3326
HIST1H2BC	4972	6183	2298	3124	5668	4354	6808	4012
HIST1H2BD	3601	4092	1555	2077	6796	5050	8061	4862
HIST1H2BF	1099	1461	522	732	1576	1327	1694	1234
HIST1H2BG	735	841	301	385	39	18	36	20
HIST1H2BJ	6939	8583	3310	4242	8965	6558	11673	6980
HIST1H2BK	1471	1828	670	908	4859	4127	5866	3595
HIST1H2BL	999	1624	517	764	2112	1690	2604	1672
HIST1H2BN	498	699	241	353	1213	1145	1198	855
HIST1H2BO	1430	1659	701	897	4626	4019	5489	3340
HIST1H3A	1945	2532	945	1285	2747	2114	3282	2061
HIST1H3B	18905	23209	8554	11657	13340	12233	13153	9200
HIST1H3D	3569	4335	1556	2113	16	27	37	23
HIST1H3E	101	102	56	60	84	65	90	51
HIST1H3F	1060	1232	445	682	366	287	328	211
HIST1H3H	4996	5853	2226	3157	8701	7127	9115	5640
HIST1H3J	38	29	6	14	1471	1122	1698	1026
HIST1H4A	2481	3234	1177	1633	1190	1141	1022	629
HIST1H4B	7264	9831	3564	4724	10016	9315	8849	5556
HIST1H4C	13148	15995	6396	8551	10570	9903	9245	5837
HIST1H4D	5883	7360	2967	3855	5300	4887	5229	3648
HIST1H4E	5629	7354	2695	3908	5972	6017	5464	3501
HIST1H4H	7784	11237	3969	5281	3284	2687	3855	2138
HIST1H4J	0	0	0	0	131	113	153	84
HIST2H2AB	1885	2734	1041	1305	1763	1429	1625	1140
HIST2H2AC	2764	3432	1325	1771	4952	3631	6677	3893
HIST2H2BE	2390	2249	964	1188	4146	3093	5086	2824
HIST2H2BF	236	497	166	196	3015	2821	2799	1659
HIST2H3D	919	1014	411	528	1362	1102	1577	965
HIST3H2A	2018	2683	1043	1399	1949	1610	1792	1254
HIST3H2BB	596	692	266	378	2066	1550	3458	2041
HIST4H4	1650	1994	759	1070	1262	1006	1644	980
HIVEP1	413	502	225	274	1009	985	906	936
HIVEP2	261	271	114	153	465	407	417	427
HJURP	1229	1464	554	731	969	825	931	733
HK1	3346	4075	1585	2221	2014	1907	1906	1491
HK2	583	827	296	416	896	824	735	735
HKR1	409	439	219	286	307	246	205	177
HLA-A	1713	2509	841	1241	764	760	719	495
HLA-B	879	1275	470	685	633	588	561	413
HLA-C	2691	3616	1273	1836	1452	1311	1330	1021
HLA-DPA1	281	438	161	230	42	27	46	29
HLA-DQB1	235	270	99	142	68	49	61	35
HLA-E	430	596	251	352	421	426	391	287
HLA-F	174	202	88	147	136	108	99	84
HLCS	563	690	310	369	770	657	689	571
HLTF	3248	3404	1439	1776	3119	2925	2966	2007
HLX	87	133	53	69	96	79	63	73
HM13	2116	2713	999	1402	1011	813	1134	920
HMBOX1	182	174	71	99	270	231	208	173
HMBS	579	654	270	393	479	470	445	408
HMCES	1629	1906	726	989	840	785	750	628
HMCN1	97	107	46	47	171	153	168	132
HMG20A	414	512	227	254	834	692	778	585
HMG20B	206	315	122	148	946	843	888	694
HMGA1	874	1222	451	596	530	480	374	374
HMGA2	617	714	323	401	191	188	149	104
HMGB1	1068	1017	574	718	1197	1167	1138	788
HMGB2	3632	5222	1951	2694	5144	5512	4974	3231
HMGB3	436	596	247	342	1809	1835	1795	1201
HMGCL	319	331	126	164	216	199	173	125
HMGCR	2001	2431	1093	1339	2409	2118	2448	1881
HMGCS1	2479	3128	1451	1626	1212	1068	1088	925
